sep=,
"69","Morningtide","Weight of Conscience","7","0","152737"
"70","Morningtide","Forfend","8","0","157431"
"71","Morningtide","Redeem the Lost","3","1","152616"
"72","Morningtide","Graceful Reprieve","3","0","153138"
"73","Lorwyn","Pollen Lullaby","1","0","145815"
"74","Shadowmoor","Mine Excavation","4","0","158756"
"75","Lorwyn","Judge of Currents","2","0","139406"
"76","Lorwyn","Kinsbaile Skirmisher","1","0","143018"
"77","Lorwyn","Triclopean Sight","1","0","146580"
"78","Tenth Edition","Ghost Warden","1","0","132105"
"79","Eventide","Suture Spirit","3","0","153420"
"80","Lorwyn","Knight of Meadowgrain","2","0","139715"
"81","Shadowmoor","Ballynock Cohort","3","0","142045"
"82","Morningtide","Idyllic Tutor","1","0","152938"
"83","Morningtide","Kithkin Zephyrnaut","5","0","152858"
"84","Morningtide","Stonybrook Schoolmaster","4","0","153166"
"85","Morningtide","Burrenton Bombardier","8","1","152694"
"86","Lorwyn","Crib Swap","4","0","143380"
"87","Lorwyn","Avian Changeling","5","0","145813"
"88","Lorwyn","Kithkin Harbinger","1","0","139399"
"89","Lorwyn","Battle Mastery","1","0","145973"
"90","Lorwyn","Springjack Knight","2","0","143016"
"91","Lorwyn","Kithkin Healer","2","0","145986"
"92","Tenth Edition","Angelic Blessing","1","0","129711"
"93","Tenth Edition","Heart of Light","1","0","132090"
"94","Eventide","Recumbent Bliss","7","0","153435"
"95","Morningtide","Kinsbaile Borderguard","1","0","152977"
"96","Eventide","Flickerwisp","3","0","151089"
"97","Shadowmoor","Spectral Procession","4","0","152070"
"98","Morningtide","Kinsbaile Cavalier","2","0","153279"
"99","Morningtide","Changeling Sentinel","4","0","143230"
"100","Shadowmoor","Rune-Cervin Rider","3","0","142003"
"101","Shadowmoor","Armored Ascension","2","0","146041"
"102","Lorwyn","Kinsbaile Balloonist","2","0","139403"
"103","Lorwyn","Oaken Brawler","1","0","145988"
"104","Eventide","Loyal Gyrfalcon","3","0","151059"
"105","Eventide","Endless Horizons","1","0","157975"
"106","Eventide","Cenn's Enlistment","9","0","153469"
"107","Eventide","Springjack Shepherd","3","0","153032"
"108","Shadowmoor","Kithkin Rabble","5","0","158695"
"109","Eventide","Ballynock Trapper","10","0","153480"
"110","Morningtide","Meadowboon","1","0","157432"
"111","Morningtide","Indomitable Ancients","1","0","152967"
"112","Lorwyn","Brigid, Hero of Kinsbaile","1","0","141829"
"113","Morningtide","Burrenton Shield-Bearers","8","0","152668"
"114","Lorwyn","Changeling Hero","2","0","145968"
"115","Lorwyn","Soaring Hope","1","0","139511"
"116","Shadowmoor","Boon Reflection","1","0","146751"
"117","Eventide","Kithkin Spellduster","10","0","152096"
"118","Morningtide","Swell of Courage","2","0","152729"
"119","Morningtide","Wandering Graybeard","2","0","152672"
"120","Morningtide","Stonehewer Giant","1","0","152588"
"121","Lorwyn","Cloudgoat Ranger","3","0","139664"
"122","Lorwyn","Plover Knights","1","0","139396"
"123","Eventide","Hallowed Burial","2","0","157394"
"124","Shadowmoor","Woeleecher","4","0","153985"
"125","Lorwyn","Lairwatch Giant","3","0","143383"
"126","Morningtide","Feudkiller's Verdict","1","0","152649"
"127","Shadowmoor","Zealous Guardian","4","0","142028"
"128","Shadowmoor","Curse of Chains","4","0","146079"
"129","Shadowmoor","Somnomancer","6","0","147399"
"130","Shadowmoor","Turn to Mist","3","0","158752"
"131","Shadowmoor","Puresight Merrow","2","0","158745"
"132","Shadowmoor","Steel of the Godhead","6","0","158749"
"133","Shadowmoor","Silkbind Faerie","3","0","142027"
"134","Shadowmoor","Thistledown Duo","4","0","153301"
"135","Shadowmoor","Augury Adept","2","0","147407"
"136","Shadowmoor","Æthertow","7","0","158750"
"137","Shadowmoor","Repel Intruders","3","0","158761"
"138","Shadowmoor","Barrenton Cragtreads","7","0","142000"
"139","Shadowmoor","Mirrorweave","2","0","153973"
"140","Shadowmoor","Thistledown Liege","3","1","147409"
"141","Shadowmoor","Glamer Spinners","4","2","142031"
"142","Shadowmoor","Enchanted Evening","1","0","151979"
"143","Shadowmoor","Thoughtweft Gambit","3","0","146024"
"144","Eventide","Edge of the Divinity","9","0","151155"
"145","Eventide","Beckon Apparition","9","0","157415"
"146","Eventide","Nightsky Mimic","11","0","151099"
"147","Eventide","Gwyllion Hedge-Mage","3","0","159069"
"148","Morningtide","Mutavault","1","0","152724"
"149","Shadowmoor","Mistveil Plains","1","0","142014"
"150","Lorwyn","Windbrisk Heights","1","0","145798"
"151","Morningtide","Rustic Clachan","1","0","153460"
"152","Shadowmoor","Wilt-Leaf Liege","3","0","147439"
"153","Lorwyn","Surge of Thoughtweft","4","0","145799"
"154","Lorwyn","Cenn's Heir","2","0","142360"
"155","Ninth Edition","Glorious Anthem","2","0","83106"
"156","Eighth Edition","Glorious Anthem","2","0","45218"
"157","Eventide","Unmake","11","1","151083"
"158","Lorwyn","Oblivion Ring","8","0","139414"
"159","Lorwyn","Wizened Cenn","4","0","139716"
"160","Shadowmoor","Prison Term","3","0","146001"
"161","Lorwyn","Thoughtweft Trio","1","0","140232"
"162","Eventide","Figure of Destiny","2","0","158106"
"163","Shadowmoor","Order of Whiteclay","1","0","146007"
"164","Morningtide","Preeminent Captain","0","1","152595"
"165","Ninth Edition","Millstone","1","0","83168"
"166","Classic Sixth Edition","Millstone","1","0","14782"
"167","Fifth Edition","Millstone","1","0","3802"
"168","Morningtide","Merrow Witsniper","5","0","152699"
"169","Morningtide","Nevermaker","5","1","152934"
"170","Morningtide","Disperse","5","0","152727"
"171","Shadowmoor","Deepchannel Mentor","4","0","141981"
"172","Morningtide","Ink Dissolver","7","1","152736"
"173","Shadowmoor","Spell Syphon","4","0","153999"
"174","Morningtide","Research the Deep","2","0","152618"
"175","Morningtide","Declaration of Naught","1","0","153169"
"176","Morningtide","Grimoire Thief","1","0","152870"
"177","Shadowmoor","Drowner Initiate","9","0","142005"
"178","Morningtide","Negate","5","0","152570"
"179","Shadowmoor","Put Away","4","0","159398"
"180","Morningtide","Stream of Unconsciousness","8","0","152720"
"181","Morningtide","Mothdust Changeling","8","0","143333"
"182","Shadowmoor","Cerulean Wisps","6","0","158683"
"183","Lorwyn","Tideshaper Mystic","1","0","142362"
"184","Lorwyn","Ponder","1","0","139512"
"185","Tenth Edition","Shimmering Wings","1","0","129553"
"186","Tenth Edition","Fugitive Wizard","1","0","134762"
"187","Tenth Edition","Telepathy","0","1","129761"
"188","Eventide","Banishing Knack","9","0","154350"
"189","Shadowmoor","Cursecatcher","1","0","158763"
"190","Morningtide","Stonybrook Banneret","7","0","152652"
"191","Lorwyn","Spellstutter Sprite","1","0","139429"
"192","Lorwyn","Silvergill Douser","2","0","141853"
"193","Lorwyn","Ringskipper","2","0","145802"
"194","Lorwyn","Stonybrook Angler","1","0","142358"
"195","Lorwyn","Shapesharer","1","0","140200"
"196","Lorwyn","Amoeboid Changeling","1","0","140339"
"197","Lorwyn","Deeptread Merrow","1","0","142352"
"198","Tenth Edition","Merfolk Looter","1","0","130900"
"199","Lorwyn","Familiar's Ruse","1","0","146584"
"200","Morningtide","Mind Spring","1","0","152628"
"201","Morningtide","Sage's Dousing","2","0","152988"
"202","Morningtide","Sage of Fables","2","0","152871"
"203","Morningtide","Thieves' Fortune","3","0","152815"
"204","Shadowmoor","Ghastly Discovery","6","0","158682"
"205","Shadowmoor","Parapet Watchers","3","0","152059"
"206","Shadowmoor","Prismwake Merrow","4","0","154402"
"207","Shadowmoor","Sinking Feeling","2","0","158760"
"208","Lorwyn","Drowner of Secrets","1","0","145979"
"209","Lorwyn","Paperfin Rascal","1","0","145814"
"210","Lorwyn","Captivating Glance","1","0","146172"
"211","Lorwyn","Glimmerdust Nap","1","0","139436"
"212","Tenth Edition","Twitch","1","0","136286"
"213","Eventide","Razorfin Abolisher","3","0","153442"
"214","Eventide","Dream Thief","9","0","157207"
"215","Eventide","Oona's Grace","9","0","153475"
"216","Shadowmoor","Consign to Dream","2","0","142032"
"217","Morningtide","Dewdrop Spy","5","0","152828"
"218","Shadowmoor","Savor the Moment","1","0","159404"
"219","Lorwyn","Faerie Trickery","1","0","139435"
"220","Morningtide","Inspired Sprite","3","0","152826"
"221","Morningtide","Latchkey Faerie","5","0","153122"
"222","Morningtide","Distant Melody","8","0","153133"
"223","Shadowmoor","Puca's Mischief","1","0","141996"
"224","Shadowmoor","Kinscaer Harpoonist","4","0","157876"
"225","Shadowmoor","Knacksaw Clique","0","1","146036"
"226","Lorwyn","Ethereal Whiskergill","1","0","139431"
"227","Lorwyn","Faerie Harbinger","1","0","139427"
"228","Lorwyn","Protective Bubble","1","0","139687"
"229","Tenth Edition","March of the Machines","1","0","106555"
"230","Eventide","Merrow Levitator","8","0","151088"
"231","Morningtide","Fencer Clique","7","0","157424"
"232","Lorwyn","Scattering Stroke","2","0","139668"
"233","Eventide","Wilderness Hypnotist","7","0","153476"
"234","Shadowmoor","Whimwader","3","0","141957"
"235","Shadowmoor","Merrow Wavebreakers","4","0","153319"
"236","Lorwyn","Mulldrifter","2","0","145811"
"237","Morningtide","Waterspout Weavers","2","0","152656"
"238","Lorwyn","Fathom Trawl","0","1","146170"
"239","Lorwyn","Inkfathom Divers","1","0","139419"
"240","Morningtide","Floodchaser","6","0","152830"
"241","Shadowmoor","Flow of Ideas","1","0","158692"
"242","Lorwyn","Æthersnipe","1","0","145817"
"243","Morningtide","Supreme Exemplar","1","0","152533"
"244","Lorwyn","Wanderwine Prophets","1","0","140177"
"245","Morningtide","Knowledge Exploitation","1","0","152664"
"246","Tenth Edition","Denizen of the Deep","1","0","135250"
"247","Shadowmoor","Thought Reflection","1","0","146728"
"248","Shadowmoor","Counterbore","1","0","153966"
"249","Shadowmoor","Dire Undercurrents","1","0","153311"
"250","Shadowmoor","Oona, Queen of the Fae","1","0","152063"
"251","Shadowmoor","Memory Sluice","2","0","158759"
"252","Shadowmoor","Torpor Dust","4","0","142053"
"253","Shadowmoor","Dream Salvage","1","0","158774"
"254","Shadowmoor","Memory Plunder","1","0","146742"
"255","Shadowmoor","Sygg, River Cutthroat","1","0","147377"
"256","Shadowmoor","Gravelgill Duo","1","0","153308"
"257","Shadowmoor","Advice from the Fae","3","0","154408"
"258","Shadowmoor","Merrow Grimeblotter","2","0","141937"
"259","Eventide","Stream Hopper","6","0","151124"
"260","Eventide","Clout of the Dominus","9","0","152092"
"261","Eventide","Inside Out","7","0","154263"
"262","Eventide","Riverfall Mimic","8","1","151068"
"263","Eventide","Noggle Ransacker","4","0","152032"
"264","Eventide","Noggle Hedge-Mage","4","0","159066"
"265","Eventide","Noggle Bandit","8","0","157286"
"266","Eventide","Nucklavee","3","0","153058"
"267","Eventide","Noggle Bridgebreaker","10","0","158899"
"268","Shadowmoor","Smolder Initiate","3","0","147376"
"269","Shadowmoor","Cinderhaze Wretch","6","0","135439"
"270","Shadowmoor","Disturbing Plot","5","0","158689"
"271","Shadowmoor","Rite of Consumption","4","1","159400"
"272","Eventide","Smoldering Butcher","8","0","157211"
"273","Shadowmoor","Aphotic Wisps","2","0","154392"
"274","Shadowmoor","Blowfly Infestation","3","0","135429"
"275","Eventide","Creakwood Ghoul","4","0","157206"
"276","Shadowmoor","Hollowsage","3","0","158234"
"277","Shadowmoor","Corrosive Mentor","1","0","142034"
"278","Eventide","Raven's Crime","8","0","153487"
"279","Morningtide","Prickly Boggart","6","0","152718"
"280","Lorwyn","Nightshade Stinger","1","0","139456"
"281","Eventide","Merrow Bonegnawer","10","0","151158"
"282","Morningtide","Pack's Disdain","5","0","153165"
"283","Morningtide","Festercreep","9","0","152944"
"284","Morningtide","Bitterblossom","1","0","152648"
"285","Morningtide","Pulling Teeth","6","0","152667"
"286","Morningtide","Weirding Shaman","1","0","153011"
"287","Morningtide","Revive the Fallen","3","0","152836"
"288","Morningtide","Blightsoil Druid","7","0","152705"
"289","Morningtide","Oona's Blackguard","1","0","153099"
"290","Morningtide","Frogtosser Banneret","8","1","152587"
"291","Morningtide","Warren Weirding","3","0","152732"
"292","Eventide","Crumbling Ashes","3","0","158103"
"293","Eventide","Talara's Bane","10","0","151142"
"294","Eventide","Soul Reap","6","1","151150"
"295","Lorwyn","Scarred Vinebreeder","1","0","139674"
"296","Lorwyn","Exiled Boggart","2","0","146443"
"297","Lorwyn","Nameless Inversion","1","0","143388"
"298","Tenth Edition","Hate Weaver","1","0","130995"
"299","Lorwyn","Oona's Prowler","4","0","146582"
"300","Tenth Edition","Spineless Thug","1","0","129743"
"301","Tenth Edition","Ravenous Rats","1","0","129692"
"302","Morningtide","Mind Shatter","1","0","157422"
"303","Morningtide","Scarblade Elite","1","0","153278"
"304","Morningtide","Offalsnout","3","0","152571"
"305","Morningtide","Moonglove Changeling","4","0","143218"
"306","Tenth Edition","Phyrexian Rager","1","0","135189"
"307","Lorwyn","Boggart Harbinger","1","0","139441"
"308","Lorwyn","Black Poplar Shaman","1","0","139454"
"309","Lorwyn","Eyeblight's Ending","1","0","139449"
"310","Lorwyn","Ghostly Changeling","1","0","139447"
"311","Shadowmoor","Cinderbones","2","0","142051"
"312","Lorwyn","Spiderwig Boggart","2","0","146445"
"313","Lorwyn","Faerie Tauntings","1","0","139685"
"314","Shadowmoor","Dusk Urchins","1","0","146002"
"315","Lorwyn","Footbottom Feast","2","0","139440"
"316","Tenth Edition","Mind Rot","1","0","129645"
"317","Eventide","Syphon Life","3","0","153447"
"318","Eventide","Soot Imp","4","0","158900"
"319","Shadowmoor","Beseech the Queen","1","0","152079"
"320","Shadowmoor","Splitting Headache","4","0","147378"
"321","Morningtide","Stinkdrinker Bandit","2","0","152917"
"322","Morningtide","Final-Sting Faerie","6","0","152641"
"323","Morningtide","Stenchskipper","1","0","153126"
"324","Morningtide","Squeaking Pie Grubfellows","9","0","152847"
"325","Lorwyn","Makeshift Mannequin","1","0","139670"
"326","Tenth Edition","Bog Wraith","1","0","129491"
"327","Tenth Edition","Gravedigger","1","0","129584"
"328","Eventide","Ashling, the Extinguisher","2","0","151137"
"329","Morningtide","Morsel Theft","5","0","152903"
"330","Morningtide","Noggin Whack","5","0","152844"
"331","Lorwyn","Hornet Harasser","1","0","142355"
"332","Morningtide","Fendeep Summoner","2","0","152607"
"333","Morningtide","Nightshade Schemers","3","0","153001"
"334","Morningtide","Weed-Pruner Poplar","7","0","152741"
"335","Morningtide","Violet Pall","8","0","157426"
"336","Lorwyn","Warren Pilferers","1","0","145967"
"337","Morningtide","Earwig Squad","1","0","153135"
"338","Shadowmoor","Polluted Bonds","2","0","146766"
"339","Lorwyn","Weed Strangle","2","0","145991"
"340","Lorwyn","Thorntooth Witch","1","0","143015"
"341","Shadowmoor","Corrupt","2","0","146013"
"342","Eventide","Nightmare Incursion","2","0","157414"
"343","Shadowmoor","Ashenmoor Cohort","4","0","142060"
"344","Lorwyn","Mournwhelk","1","0","145800"
"345","Shadowmoor","Emberstrike Duo","4","0","153307"
"346","Shadowmoor","Scar","4","0","142049"
"347","Shadowmoor","Fists of the Demigod","4","0","158753"
"348","Shadowmoor","Cultbrand Cinder","3","0","142068"
"349","Shadowmoor","Poison the Well","1","0","147427"
"350","Shadowmoor","Manaforge Cinder","8","0","141978"
"351","Shadowmoor","Kulrath Knight","1","0","147423"
"352","Shadowmoor","Sootstoke Kindler","4","0","153989"
"353","Shadowmoor","Sootwalkers","1","0","141936"
"354","Shadowmoor","Murderous Redcap","1","0","153298"
"355","Shadowmoor","Ashenmoor Gouger","2","0","153981"
"356","Shadowmoor","Ashenmoor Liege","1","0","146065"
"357","Shadowmoor","Torrent of Souls","3","0","158751"
"358","Shadowmoor","Traitor's Roar","3","0","158746"
"359","Shadowmoor","Grief Tyrant","4","0","146035"
"360","Eventide","Gift of the Deity","11","0","151153"
"361","Eventide","Woodlurker Mimic","9","0","158599"
"362","Eventide","Canker Abomination","3","0","152033"
"363","Eventide","Odious Trow","7","0","150977"
"364","Eventide","Desecrator Hag","7","0","157419"
"365","Eventide","Hag Hedge-Mage","4","0","157980"
"366","Eventide","Quillspike","2","0","152086"
"367","Eventide","Rendclaw Trow","8","0","158902"
"368","Eventide","Cankerous Thirst","3","0","157393"
"369","Shadowmoor","Smash to Smithereens","6","0","158243"
"370","Shadowmoor","Burn Trail","5","0","158688"
"371","Shadowmoor","Boggart Arsonists","4","0","158684"
"372","Shadowmoor","Blistering Dieflyn","6","0","141988"
"373","Shadowmoor","Crimson Wisps","4","0","146060"
"374","Eventide","Cinder Pyromancer","8","1","151067"
"375","Shadowmoor","Intimidator Initiate","4","0","142026"
"376","Eventide","Puncture Blast","12","0","152034"
"377","Shadowmoor","Mudbrawler Cohort","1","0","146062"
"378","Shadowmoor","Rustrazor Butcher","2","0","147389"
"379","Shadowmoor","Pyre Charger","1","0","159399"
"380","Shadowmoor","Jaws of Stone","2","0","146070"
"381","Shadowmoor","Bloodmark Mentor","4","0","142062"
"382","Shadowmoor","Flame Javelin","4","0","146017"
"383","Shadowmoor","Slinking Giant","1","0","153995"
"384","Shadowmoor","Elemental Mastery","1","0","146087"
"385","Morningtide","Kindled Fury","5","0","152563"
"386","Morningtide","Mudbutton Clanger","6","0","152876"
"387","Morningtide","Shard Volley","4","0","152837"
"388","Lorwyn","Boggart Forager","1","0","146168"
"389","Eventide","Flame Jab","11","0","153432"
"390","Lorwyn","Flamekin Brawler","1","0","139461"
"391","Shadowmoor","Bloodshed Fever","3","0","159395"
"392","Lorwyn","Tarfire","2","0","139476"
"393","Lorwyn","Needle Drop","2","0","146161"
"394","Morningtide","Release the Ants","2","0","152619"
"395","Morningtide","Brighthearth Banneret","8","0","152651"
"396","Morningtide","Sunflare Shaman","6","0","153155"
"397","Eventide","Heartlash Cinder","8","0","141942"
"398","Shadowmoor","Puncture Bolt","4","0","146071"
"399","Shadowmoor","Power of Fire","2","0","152159"
"400","Lorwyn","Hurly-Burly","2","0","143381"
"401","Lorwyn","Lash Out","2","0","145987"
"402","Lorwyn","Ashling's Prerogative","1","0","146595"
"403","Lorwyn","Soulbright Flamekin","1","0","139467"
"404","Lorwyn","Boggart Sprite-Chaser","1","0","146446"
"405","Lorwyn","Smokebraider","1","0","139465"
"406","Tenth Edition","Incinerate","1","0","134751"
"407","Morningtide","Titan's Revenge","1","0","152552"
"408","Morningtide","Hostile Realm","7","0","152555"
"409","Morningtide","Seething Pathblazer","6","0","153101"
"410","Morningtide","Stomping Slabs","3","0","157421"
"411","Morningtide","Rage Forger","3","0","153104"
"412","Morningtide","Taurean Mauler","1","0","153452"
"413","Morningtide","Fire Juggler","9","0","152534"
"414","Lorwyn","Stinkdrinker Daredevil","1","0","143607"
"415","Lorwyn","Blind-Spot Giant","1","0","146597"
"416","Lorwyn","Mudbutton Torchrunner","2","0","139742"
"417","Lorwyn","Goatnapper","1","0","142363"
"418","Lorwyn","Boggart Shenanigans","2","0","139445"
"419","Tenth Edition","Smash","1","0","130532"
"420","Morningtide","Countryside Crusher","1","0","152980"
"421","Eventide","Unwilling Recruit","3","1","157202"
"422","Morningtide","Lightning Crafter","1","0","152893"
"423","Morningtide","Vengeful Firebrand","1","0","153153"
"424","Morningtide","Roar of the Crowd","7","0","153158"
"425","Morningtide","Stingmoggie","7","0","152704"
"426","Morningtide","War-Spike Changeling","6","1","143199"
"427","Morningtide","Rivals' Duel","1","0","152586"
"428","Lorwyn","Giant's Ire","1","0","139477"
"429","Lorwyn","Lowland Oaf","2","0","140183"
"430","Eventide","Hotheaded Giant","10","0","153426"
"431","Shadowmoor","Horde of Boggarts","4","0","154409"
"432","Shadowmoor","Ember Gale","3","1","158766"
"433","Shadowmoor","Wild Swing","3","0","158686"
"434","Lorwyn","Changeling Berserker","1","0","145804"
"435","Morningtide","Boldwyr Heavyweights","1","0","153137"
"436","Shadowmoor","Cragganwick Cremator","2","0","159402"
"437","Lorwyn","Ingot Chewer","1","0","139686"
"438","Tenth Edition","Lava Axe","1","0","129620"
"439","Morningtide","Pyroclast Consul","3","0","153007"
"440","Shadowmoor","Furystoke Giant","1","0","152069"
"441","Lorwyn","Thundercloud Shaman","1","0","139738"
"442","Tenth Edition","Cone of Flame","1","0","130535"
"443","Eventide","Outrage Shaman","3","0","153473"
"444","Morningtide","Spitebellows","3","0","152887"
"445","Morningtide","Lunk Errant","8","0","152581"
"446","Shadowmoor","Inescapable Brute","3","0","147429"
"447","Lorwyn","Axegrinder Giant","1","0","145976"
"448","Morningtide","Boldwyr Intimidator","2","0","152974"
"449","Lorwyn","Faultgrinder","1","0","145964"
"450","Lorwyn","Hearthcage Giant","1","0","139691"
"451","Shadowmoor","Giantbaiting","6","0","158693"
"452","Shadowmoor","Tattermunge Duo","8","0","153282"
"453","Shadowmoor","Mudbrawler Raiders","4","0","141992"
"454","Shadowmoor","Runes of the Deus","7","0","158754"
"455","Shadowmoor","Morselhoarder","3","0","159407"
"456","Shadowmoor","Manamorphose","7","0","153968"
"457","Shadowmoor","Tattermunge Witch","1","0","157884"
"458","Shadowmoor","Guttural Response","1","1","158773"
"459","Shadowmoor","Tattermunge Maniac","2","0","142013"
"460","Shadowmoor","Boartusk Liege","1","0","147428"
"461","Shadowmoor","Valleymaker","1","0","159397"
"462","Shadowmoor","Wort, the Raidmother","1","0","147379"
"463","Shadowmoor","Scuzzback Scrapper","6","1","142052"
"464","Shadowmoor","Fossil Find","3","0","146736"
"465","Shadowmoor","Firespout","1","0","153314"
"466","Shadowmoor","Scuzzback Marauders","2","0","152078"
"467","Shadowmoor","Loamdragger Giant","5","0","142001"
"468","Eventide","Duergar Assailant","8","0","150975"
"469","Eventide","Battlegate Mimic","8","0","151165"
"470","Eventide","Double Cleave","8","0","153039"
"471","Eventide","Moonhold","3","0","157403"
"472","Eventide","Scourge of the Nobilis","7","0","152015"
"473","Eventide","Duergar Hedge-Mage","3","0","159068"
"474","Eventide","Fire at Will","8","0","151149"
"475","Eventide","Spitemare","3","0","152044"
"476","Shadowmoor","Wildslayer Elves","5","0","135436"
"477","Shadowmoor","Nurturer Initiate","5","0","142035"
"478","Shadowmoor","Juvenile Gloomwidow","5","0","153976"
"479","Shadowmoor","Crabapple Cohort","5","0","146009"
"480","Shadowmoor","Roughshod Mentor","1","0","141972"
"481","Shadowmoor","Raking Canopy","2","0","158691"
"482","Shadowmoor","Flourishing Defenses","1","0","158764"
"483","Morningtide","Heritage Druid","3","0","152556"
"484","Shadowmoor","Viridescent Wisps","6","0","158758"
"485","Tenth Edition","Wall of Wood","1","0","129773"
"486","Lorwyn","Elvish Eulogist","2","0","141804"
"487","Eventide","Nettle Sentinel","7","0","151095"
"488","Morningtide","Cream of the Crop","1","0","157423"
"489","Morningtide","Bramblewood Paragon","2","0","153139"
"490","Morningtide","Earthbrawn","5","0","152710"
"491","Morningtide","Wolf-Skull Shaman","3","0","152728"
"492","Morningtide","Bosk Banneret","5","0","152557"
"493","Morningtide","Deglamer","8","0","154160"
"494","Lorwyn","Kithkin Daggerdare","2","0","139498"
"495","Lorwyn","Woodland Changeling","2","0","145816"
"496","Lorwyn","Wren's Run Vanquisher","1","0","139736"
"497","Tenth Edition","Regeneration","1","0","129696"
"498","Tenth Edition","Rampant Growth","1","0","129690"
"499","Eventide","Bloom Tender","1","0","158901"
"500","Shadowmoor","Prismatic Omen","2","0","151989"
"501","Lorwyn","Warren-Scourge Elf","1","0","139450"
"502","Lorwyn","Lignify","1","0","139703"
"503","Lorwyn","Spring Cleaning","1","0","139489"
"504","Morningtide","Elvish Warrior","6","0","153003"
"505","Morningtide","Rhys the Exiled","1","0","152643"
"506","Morningtide","Recross the Paths","3","0","152874"
"507","Morningtide","Winnower Patrol","6","0","152669"
"508","Morningtide","Luminescent Rain","7","1","153147"
"509","Morningtide","Fertilid","8","0","152926"
"510","Morningtide","Lys Alana Bowmaster","6","0","153462"
"511","Shadowmoor","Gloomwidow","1","0","147375"
"512","Eventide","Tilling Treefolk","9","0","151096"
