"63","Shadowmoor","Inquisitor's Snare","6","0"
"64","Eventide","Kithkin Zealot","9","0"
"65","Shadowmoor","Kithkin Shielddare","6","0"
"66","Morningtide","Ballyrush Banneret","9","0"
"67","Lorwyn","Kithkin Greatheart","6","0"
"68","Morningtide","Order of the Golden Cricket","6","0"
"69","Morningtide","Shinewend","7","0"
"70","Morningtide","Weight of Conscience","7","0"
"71","Morningtide","Forfend","8","0"
"72","Morningtide","Redeem the Lost","3","1"
"73","Morningtide","Graceful Reprieve","3","0"
"74","Lorwyn","Pollen Lullaby","1","0"
"75","Shadowmoor","Mine Excavation","4","0"
"76","Lorwyn","Judge of Currents","2","0"
"77","Lorwyn","Kinsbaile Skirmisher","1","0"
"78","Lorwyn","Triclopean Sight","1","0"
"79","Tenth Edition","Ghost Warden","1","0"
"80","Eventide","Suture Spirit","3","0"
"81","Lorwyn","Knight of Meadowgrain","2","0"
"82","Shadowmoor","Ballynock Cohort","3","0"
"83","Morningtide","Idyllic Tutor","1","0"
"84","Morningtide","Kithkin Zephyrnaut","5","0"
"85","Morningtide","Stonybrook Schoolmaster","4","0"
"86","Morningtide","Burrenton Bombardier","8","1"
"87","Lorwyn","Crib Swap","4","0"
"88","Lorwyn","Avian Changeling","5","0"
"89","Lorwyn","Kithkin Harbinger","1","0"
"90","Lorwyn","Battle Mastery","1","0"
"91","Lorwyn","Springjack Knight","2","0"
"92","Lorwyn","Kithkin Healer","2","0"
"93","Tenth Edition","Angelic Blessing","1","0"
"94","Tenth Edition","Heart of Light","1","0"
"95","Eventide","Recumbent Bliss","7","0"
"96","Morningtide","Kinsbaile Borderguard","1","0"
"97","Eventide","Flickerwisp","3","0"
"98","Shadowmoor","Spectral Procession","4","0"
"99","Morningtide","Kinsbaile Cavalier","2","0"
"100","Morningtide","Changeling Sentinel","4","0"
"101","Shadowmoor","Rune-Cervin Rider","3","0"
"102","Shadowmoor","Armored Ascension","2","0"
"103","Lorwyn","Kinsbaile Balloonist","2","0"
"104","Lorwyn","Oaken Brawler","1","0"
"105","Eventide","Loyal Gyrfalcon","3","0"
"106","Eventide","Endless Horizons","1","0"
"107","Eventide","Cenn's Enlistment","9","0"
"108","Eventide","Springjack Shepherd","3","0"
"109","Shadowmoor","Kithkin Rabble","5","0"
"110","Eventide","Ballynock Trapper","10","0"
"111","Morningtide","Meadowboon","1","0"
"112","Morningtide","Indomitable Ancients","1","0"
"113","Lorwyn","Brigid, Hero of Kinsbaile","1","0"
"114","Morningtide","Burrenton Shield-Bearers","7","0"
"115","Lorwyn","Changeling Hero","2","0"
"116","Lorwyn","Soaring Hope","1","0"
"117","Shadowmoor","Boon Reflection","1","0"
"118","Eventide","Kithkin Spellduster","10","0"
"119","Morningtide","Swell of Courage","2","0"
"120","Morningtide","Wandering Graybeard","2","0"
"121","Morningtide","Stonehewer Giant","1","0"
"122","Lorwyn","Cloudgoat Ranger","3","0"
"123","Lorwyn","Plover Knights","1","0"
"124","Eventide","Hallowed Burial","2","0"
"125","Shadowmoor","Woeleecher","4","0"
"126","Lorwyn","Lairwatch Giant","3","0"
"127","Morningtide","Feudkiller's Verdict","1","0"
"128","Shadowmoor","Zealous Guardian","4","0"
"129","Shadowmoor","Curse of Chains","4","0"
"130","Shadowmoor","Somnomancer","6","0"
"131","Shadowmoor","Turn to Mist","3","0"
"132","Shadowmoor","Puresight Merrow","2","0"
"133","Shadowmoor","Steel of the Godhead","6","0"
"134","Shadowmoor","Silkbind Faerie","3","0"
"135","Shadowmoor","Thistledown Duo","4","0"
"136","Shadowmoor","Augury Adept","2","0"
"137","Shadowmoor","Aethertow","7","0"
"138","Shadowmoor","Repel Intruders","3","0"
"139","Shadowmoor","Barrenton Cragtreads","7","0"
"140","Shadowmoor","Mirrorweave","2","0"
"141","Shadowmoor","Thistledown Liege","3","1"
"142","Shadowmoor","Glamer Spinners","4","2"
"143","Shadowmoor","Enchanted Evening","1","0"
"144","Shadowmoor","Thoughtweft Gambit","3","0"
"145","Eventide","Edge of the Divinity","9","0"
"146","Eventide","Beckon Apparition","9","0"
"147","Eventide","Nightsky Mimic","11","0"
"148","Eventide","Gwyllion Hedge-Mage","3","0"
"149","Morningtide","Mutavault","1","0"
"150","Shadowmoor","Mistveil Plains","1","0"
"151","Lorwyn","Windbrisk Heights","1","0"
"152","Morningtide","Rustic Clachan","1","0"
"153","Shadowmoor","Wilt-Leaf Liege","3","0"
"154","Lorwyn","Surge of Thoughtweft","4","0"
"155","Lorwyn","Cenn's Heir","2","0"
"156","Ninth Edition","Glorious Anthem","2","0"
"157","Eighth Edition","Glorious Anthem","2","0"
"158","Eventide","Unmake","11","1"
"159","Lorwyn","Oblivion Ring","4","0"
"160","Lorwyn","Wizened Cenn","4","0"
"161","Shadowmoor","Prison Term","3","0"
"162","Lorwyn","Thoughtweft Trio","1","0"
"163","Eventide","Figure of Destiny","2","0"
"164","Shadowmoor","Order of Whiteclay","1","0"
"165","Morningtide","Preeminent Captain","0","1"
"166","Ninth Edition","Millstone","1","0"
"167","Classic Sixth Edition","Millstone","1","0"
"168","Fifth Edition","Millstone","1","0"
"169","Morningtide","Merrow Witsniper","5","0"
"170","Morningtide","Nevermaker","5","1"
"171","Morningtide","Disperse","5","0"
"172","Shadowmoor","Deepchannel Mentor","4","0"
"173","Morningtide","Ink Dissolver","7","1"
"174","Shadowmoor","Spell Syphon","4","0"
"175","Morningtide","Research the Deep","2","0"
"176","Morningtide","Declaration of Naught","1","0"
"177","Morningtide","Grimoire Thief","1","0"
"178","Shadowmoor","Drowner Initiate","9","0"
"179","Morningtide","Negate","5","0"
"180","Shadowmoor","Put Away","4","0"
"181","Morningtide","Stream of Unconsciousness","8","0"
"182","Morningtide","Mothdust Changeling","8","0"
"183","Shadowmoor","Cerulean Wisps","6","0"
"184","Lorwyn","Tideshaper Mystic","1","0"
"185","Lorwyn","Ponder","1","0"
"186","Tenth Edition","Shimmering Wings","1","0"
"187","Tenth Edition","Fugitive Wizard","1","0"
"188","Tenth Edition","Telepathy","0","1"
"189","Eventide","Banishing Knack","9","0"
"190","Shadowmoor","Cursecatcher","1","0"
"191","Morningtide","Stonybrook Banneret","7","0"
"192","Lorwyn","Spellstutter Sprite","1","0"
"193","Lorwyn","Silvergill Douser","2","0"
"194","Lorwyn","Ringskipper","2","0"
"195","Lorwyn","Stonybrook Angler","1","0"
"196","Lorwyn","Shapesharer","1","0"
"197","Lorwyn","Amoeboid Changeling","1","0"
"198","Lorwyn","Deeptread Merrow","1","0"
"199","Tenth Edition","Merfolk Looter","1","0"
"200","Lorwyn","Familiar's Ruse","1","0"
"201","Morningtide","Mind Spring","1","0"
"202","Morningtide","Sage's Dousing","2","0"
"203","Morningtide","Sage of Fables","2","0"
"204","Morningtide","Thieves' Fortune","3","0"
"205","Shadowmoor","Ghastly Discovery","6","0"
"206","Shadowmoor","Parapet Watchers","3","0"
"207","Shadowmoor","Prismwake Merrow","4","0"
"208","Shadowmoor","Sinking Feeling","2","0"
"209","Lorwyn","Drowner of Secrets","1","0"
"210","Lorwyn","Paperfin Rascal","1","0"
"211","Lorwyn","Captivating Glance","1","0"
"212","Lorwyn","Glimmerdust Nap","1","0"
"213","Tenth Edition","Twitch","1","0"
"214","Eventide","Razorfin Abolisher","3","0"
"215","Eventide","Dream Thief","9","0"
"216","Eventide","Oona's Grace","9","0"
"217","Shadowmoor","Consign to Dream","2","0"
"218","Morningtide","Dewdrop Spy","5","0"
"219","Shadowmoor","Savor the Moment","1","0"
"220","Lorwyn","Faerie Trickery","1","0"
"221","Morningtide","Inspired Sprite","3","0"
"222","Morningtide","Latchkey Faerie","5","0"
"223","Morningtide","Distant Melody","8","0"
"224","Shadowmoor","Puca's Mischief","1","0"
"225","Shadowmoor","Kinscaer Harpoonist","4","0"
"226","Shadowmoor","Knacksaw Clique","0","1"
"227","Lorwyn","Ethereal Whiskergill","1","0"
"228","Lorwyn","Faerie Harbinger","1","0"
"229","Lorwyn","Protective Bubble","1","0"
"230","Tenth Edition","March of the Machines","1","0"
"231","Eventide","Merrow Levitator","8","0"
"232","Morningtide","Fencer Clique","7","0"
"233","Lorwyn","Scattering Stroke","2","0"
"234","Eventide","Wilderness Hypnotist","7","0"
"235","Shadowmoor","Whimwader","3","0"
"236","Shadowmoor","Merrow Wavebreakers","4","0"
"237","Lorwyn","Mulldrifter","2","0"
"238","Morningtide","Waterspout Weavers","2","0"
"239","Lorwyn","Fathom Trawl","0","1"
"240","Lorwyn","Inkfathom Divers","1","0"
"241","Morningtide","Floodchaser","6","0"
"242","Shadowmoor","Flow of Ideas","1","0"
"243","Lorwyn","Aethersnipe","1","0"
"244","Morningtide","Supreme Exemplar","1","0"
"245","Lorwyn","Wanderwine Prophets","1","0"
"246","Morningtide","Knowledge Exploitation","1","0"
"247","Tenth Edition","Denizen of the Deep","1","0"
"248","Shadowmoor","Thought Reflection","1","0"
"249","Shadowmoor","Counterbore","1","0"
"250","Shadowmoor","Dire Undercurrents","1","0"
"251","Shadowmoor","Oona, Queen of the Fae","1","0"
"252","Shadowmoor","Memory Sluice","2","0"
"253","Shadowmoor","Torpor Dust","4","0"
"254","Shadowmoor","Dream Salvage","1","0"
"255","Shadowmoor","Memory Plunder","1","0"
"256","Shadowmoor","Sygg, River Cutthroat","1","0"
"257","Shadowmoor","Gravelgill Duo","1","0"
"258","Shadowmoor","Advice from the Fae","3","0"
"259","Shadowmoor","Merrow Grimeblotter","2","0"
"260","Eventide","Stream Hopper","6","0"
"261","Eventide","Clout of the Dominus","9","0"
"262","Eventide","Inside Out","7","0"
"263","Eventide","Riverfall Mimic","8","1"
"264","Eventide","Noggle Ransacker","4","0"
"265","Eventide","Noggle Hedge-Mage","4","0"
"266","Eventide","Noggle Bandit","8","0"
"267","Eventide","Nucklavee","3","0"
"268","Eventide","Noggle Bridgebreaker","10","0"
"269","Shadowmoor","Smolder Initiate","3","0"
"270","Shadowmoor","Cinderhaze Wretch","6","0"
"271","Shadowmoor","Disturbing Plot","5","0"
"272","Shadowmoor","Rite of Consumption","4","1"
"273","Eventide","Smoldering Butcher","8","0"
"274","Shadowmoor","Aphotic Wisps","2","0"
"275","Shadowmoor","Blowfly Infestation","3","0"
"276","Eventide","Creakwood Ghoul","4","0"
"277","Shadowmoor","Hollowsage","3","0"
"278","Shadowmoor","Corrosive Mentor","1","0"
"279","Eventide","Raven's Crime","8","0"
"280","Morningtide","Prickly Boggart","6","0"
"281","Lorwyn","Nightshade Stinger","1","0"
"282","Eventide","Merrow Bonegnawer","10","0"
"283","Morningtide","Pack's Disdain","5","0"
"284","Morningtide","Festercreep","9","0"
"285","Morningtide","Bitterblossom","1","0"
"286","Morningtide","Pulling Teeth","6","0"
"287","Morningtide","Weirding Shaman","1","0"
"288","Morningtide","Revive the Fallen","3","0"
"289","Morningtide","Blightsoil Druid","7","0"
"290","Morningtide","Oona's Blackguard","1","0"
"291","Morningtide","Frogtosser Banneret","8","1"
"292","Morningtide","Warren Weirding","3","0"
"293","Eventide","Crumbling Ashes","3","0"
"294","Eventide","Talara's Bane","10","0"
"295","Eventide","Soul Reap","6","1"
"296","Lorwyn","Scarred Vinebreeder","1","0"
"297","Lorwyn","Exiled Boggart","2","0"
"298","Lorwyn","Nameless Inversion","1","0"
"299","Tenth Edition","Hate Weaver","1","0"
"300","Lorwyn","Oona's Prowler","1","0"
"301","Tenth Edition","Spineless Thug","1","0"
"302","Tenth Edition","Ravenous Rats","1","0"
"303","Morningtide","Mind Shatter","1","0"
"304","Morningtide","Scarblade Elite","1","0"
"305","Morningtide","Offalsnout","3","0"
"306","Morningtide","Moonglove Changeling","4","0"
"307","Tenth Edition","Phyrexian Rager","1","0"
"308","Lorwyn","Boggart Harbinger","1","0"
"309","Lorwyn","Black Poplar Shaman","1","0"
"310","Lorwyn","Eyeblight's Ending","1","0"
"311","Lorwyn","Ghostly Changeling","1","0"
"312","Shadowmoor","Cinderbones","2","0"
"313","Lorwyn","Spiderwig Boggart","2","0"
"314","Lorwyn","Faerie Tauntings","1","0"
"315","Shadowmoor","Dusk Urchins","1","0"
"316","Lorwyn","Footbottom Feast","2","0"
"317","Tenth Edition","Mind Rot","1","0"
"318","Eventide","Syphon Life","3","0"
"319","Eventide","Soot Imp","4","0"
"320","Shadowmoor","Beseech the Queen","1","0"
"321","Shadowmoor","Splitting Headache","4","0"
"322","Morningtide","Stinkdrinker Bandit","2","0"
"323","Morningtide","Final-Sting Faerie","6","0"
"324","Morningtide","Stenchskipper","1","0"
"325","Morningtide","Squeaking Pie Grubfellows","9","0"
"326","Lorwyn","Makeshift Mannequin","1","0"
"327","Tenth Edition","Bog Wraith","1","0"
"328","Tenth Edition","Gravedigger","1","0"
"329","Eventide","Ashling, the Extinguisher","2","0"
"330","Morningtide","Morsel Theft","5","0"
"331","Morningtide","Noggin Whack","5","0"
"332","Lorwyn","Hornet Harasser","1","0"
"333","Morningtide","Fendeep Summoner","2","0"
"334","Morningtide","Nightshade Schemers","3","0"
"335","Morningtide","Weed-Pruner Poplar","7","0"
"336","Morningtide","Violet Pall","8","0"
"337","Lorwyn","Warren Pilferers","1","0"
"338","Morningtide","Earwig Squad","1","0"
"339","Shadowmoor","Polluted Bonds","2","0"
"340","Lorwyn","Weed Strangle","2","0"
"341","Lorwyn","Thorntooth Witch","1","0"
"342","Shadowmoor","Corrupt","2","0"
"343","Eventide","Nightmare Incursion","2","0"
"344","Shadowmoor","Ashenmoor Cohort","4","0"
"345","Lorwyn","Mournwhelk","1","0"
"346","Shadowmoor","Emberstrike Duo","4","0"
"347","Shadowmoor","Scar","4","0"
"348","Shadowmoor","Fists of the Demigod","4","0"
"349","Shadowmoor","Cultbrand Cinder","3","0"
"350","Shadowmoor","Poison the Well","1","0"
"351","Shadowmoor","Manaforge Cinder","8","0"
"352","Shadowmoor","Kulrath Knight","1","0"
"353","Shadowmoor","Sootstoke Kindler","4","0"
"354","Shadowmoor","Sootwalkers","1","0"
"355","Shadowmoor","Murderous Redcap","1","0"
"356","Shadowmoor","Ashenmoor Gouger","2","0"
"357","Shadowmoor","Ashenmoor Liege","1","0"
"358","Shadowmoor","Torrent of Souls","3","0"
"359","Shadowmoor","Traitor's Roar","3","0"
"360","Shadowmoor","Grief Tyrant","4","0"
"361","Eventide","Gift of the Deity","11","0"
"362","Eventide","Woodlurker Mimic","9","0"
"363","Eventide","Canker Abomination","3","0"
"364","Eventide","Odious Trow","7","0"
"365","Eventide","Desecrator Hag","7","0"
"366","Eventide","Hag Hedge-Mage","4","0"
"367","Eventide","Quillspike","2","0"
"368","Eventide","Rendclaw Trow","8","0"
"369","Eventide","Cankerous Thirst","3","0"
"370","Shadowmoor","Smash to Smithereens","6","0"
"371","Shadowmoor","Burn Trail","5","0"
"372","Shadowmoor","Boggart Arsonists","4","0"
"373","Shadowmoor","Blistering Dieflyn","4","0"
"374","Shadowmoor","Crimson Wisps","4","0"
"375","Eventide","Cinder Pyromancer","8","1"
"376","Shadowmoor","Intimidator Initiate","4","0"
"377","Eventide","Puncture Blast","10","0"
"378","Shadowmoor","Mudbrawler Cohort","1","0"
"379","Shadowmoor","Rustrazor Butcher","2","0"
"380","Shadowmoor","Pyre Charger","1","0"
"381","Shadowmoor","Jaws of Stone","2","0"
"382","Shadowmoor","Bloodmark Mentor","4","0"
"383","Shadowmoor","Flame Javelin","4","0"
"384","Shadowmoor","Slinking Giant","1","0"
"385","Shadowmoor","Elemental Mastery","1","0"
"386","Morningtide","Kindled Fury","5","0"
"387","Morningtide","Mudbutton Clanger","6","0"
"388","Morningtide","Shard Volley","4","0"
"389","Lorwyn","Boggart Forager","1","0"
"390","Eventide","Flame Jab","10","0"
"391","Lorwyn","Flamekin Brawler","1","0"
"392","Shadowmoor","Bloodshed Fever","3","0"
"393","Lorwyn","Tarfire","2","0"
"394","Lorwyn","Needle Drop","2","0"
"395","Morningtide","Release the Ants","2","0"
"396","Morningtide","Brighthearth Banneret","8","0"
"397","Morningtide","Sunflare Shaman","6","0"
"398","Eventide","Heartlash Cinder","8","0"
"399","Shadowmoor","Puncture Bolt","2","0"
"400","Shadowmoor","Power of Fire","2","0"
"401","Lorwyn","Hurly-Burly","1","0"
"402","Lorwyn","Lash Out","2","0"
"403","Lorwyn","Ashling's Prerogative","1","0"
"404","Lorwyn","Soulbright Flamekin","1","0"
"405","Lorwyn","Boggart Sprite-Chaser","1","0"
"406","Lorwyn","Smokebraider","1","0"
"407","Tenth Edition","Incinerate","1","0"
"408","Morningtide","Titan's Revenge","1","0"
"409","Morningtide","Hostile Realm","7","0"
"410","Morningtide","Seething Pathblazer","6","0"
"411","Morningtide","Stomping Slabs","3","0"
"412","Morningtide","Rage Forger","3","0"
"413","Morningtide","Taurean Mauler","1","0"
"414","Morningtide","Fire Juggler","8","0"
"415","Lorwyn","Stinkdrinker Daredevil","1","0"
"416","Lorwyn","Blind-Spot Giant","1","0"
"417","Lorwyn","Mudbutton Torchrunner","2","0"
"418","Lorwyn","Goatnapper","1","0"
"419","Lorwyn","Boggart Shenanigans","2","0"
"420","Tenth Edition","Smash","1","0"
"421","Morningtide","Countryside Crusher","1","0"
"422","Eventide","Unwilling Recruit","3","1"
"423","Morningtide","Lightning Crafter","1","0"
"424","Morningtide","Vengeful Firebrand","1","0"
"425","Morningtide","Roar of the Crowd","7","0"
"426","Morningtide","Stingmoggie","7","0"
"427","Morningtide","War-Spike Changeling","6","1"
"428","Morningtide","Rivals' Duel","1","0"
"429","Lorwyn","Giant's Ire","1","0"
"430","Lorwyn","Lowland Oaf","2","0"
"431","Eventide","Hotheaded Giant","9","0"
"432","Shadowmoor","Horde of Boggarts","4","0"
"433","Shadowmoor","Ember Gale","3","1"
"434","Shadowmoor","Wild Swing","3","0"
"435","Lorwyn","Changeling Berserker","1","0"
"436","Morningtide","Boldwyr Heavyweights","1","0"
"437","Shadowmoor","Cragganwick Cremator","2","0"
"438","Lorwyn","Ingot Chewer","1","0"
"439","Tenth Edition","Lava Axe","1","0"
"440","Morningtide","Pyroclast Consul","3","0"
"441","Shadowmoor","Furystoke Giant","1","0"
"442","Lorwyn","Thundercloud Shaman","1","0"
"443","Tenth Edition","Cone of Flame","1","0"
"444","Eventide","Outrage Shaman","3","0"
"445","Morningtide","Spitebellows","3","0"
"446","Morningtide","Lunk Errant","7","0"
"447","Shadowmoor","Inescapable Brute","3","0"
"448","Lorwyn","Axegrinder Giant","1","0"
"449","Morningtide","Boldwyr Intimidator","2","0"
"450","Lorwyn","Faultgrinder","1","0"
"451","Lorwyn","Hearthcage Giant","1","0"
"452","Shadowmoor","Giantbaiting","6","0"
"453","Shadowmoor","Tattermunge Duo","8","0"
"454","Shadowmoor","Mudbrawler Raiders","4","0"
"455","Shadowmoor","Runes of the Deus","7","0"
"456","Shadowmoor","Morselhoarder","3","0"
"457","Shadowmoor","Manamorphose","7","0"
"458","Shadowmoor","Tattermunge Witch","1","0"
"459","Shadowmoor","Guttural Response","1","1"
"460","Shadowmoor","Tattermunge Maniac","2","0"
"461","Shadowmoor","Boartusk Liege","1","0"
"462","Shadowmoor","Valleymaker","1","0"
"463","Shadowmoor","Wort, the Raidmother","1","0"
"464","Shadowmoor","Scuzzback Scrapper","6","1"
"465","Shadowmoor","Fossil Find","3","0"
"466","Shadowmoor","Firespout","1","0"
"467","Shadowmoor","Scuzzback Marauders","2","0"
"468","Shadowmoor","Loamdragger Giant","5","0"
"469","Eventide","Duergar Assailant","8","0"
"470","Eventide","Battlegate Mimic","8","0"
"471","Eventide","Double Cleave","8","0"
"472","Eventide","Moonhold","3","0"
"473","Eventide","Scourge of the Nobilis","7","0"
"474","Eventide","Duergar Hedge-Mage","3","0"
"475","Eventide","Fire at Will","8","0"
"476","Eventide","Spitemare","3","0"
"477","Shadowmoor","Wildslayer Elves","5","0"
"478","Shadowmoor","Nurturer Initiate","5","0"
"479","Shadowmoor","Juvenile Gloomwidow","5","0"
"480","Shadowmoor","Crabapple Cohort","5","0"
"481","Shadowmoor","Roughshod Mentor","1","0"
"482","Shadowmoor","Raking Canopy","2","0"
"483","Shadowmoor","Flourishing Defenses","1","0"
"484","Morningtide","Heritage Druid","3","0"
"485","Shadowmoor","Viridescent Wisps","6","0"
"486","Tenth Edition","Wall of Wood","1","0"
"487","Lorwyn","Elvish Eulogist","2","0"
"488","Eventide","Nettle Sentinel","7","0"
"489","Morningtide","Cream of the Crop","1","0"
"490","Morningtide","Bramblewood Paragon","2","0"
"491","Morningtide","Earthbrawn","5","0"
"492","Morningtide","Wolf-Skull Shaman","3","0"
"493","Morningtide","Bosk Banneret","5","0"
"494","Morningtide","Deglamer","8","0"
"495","Lorwyn","Kithkin Daggerdare","2","0"
"496","Lorwyn","Woodland Changeling","2","0"
"497","Lorwyn","Wren's Run Vanquisher","1","0"
"498","Tenth Edition","Regeneration","1","0"
"499","Tenth Edition","Rampant Growth","1","0"
"500","Eventide","Bloom Tender","1","0"
"501","Shadowmoor","Prismatic Omen","2","0"
"502","Lorwyn","Warren-Scourge Elf","1","0"
"503","Lorwyn","Lignify","1","0"
"504","Lorwyn","Spring Cleaning","1","0"
"505","Morningtide","Elvish Warrior","6","0"
"506","Morningtide","Rhys the Exiled","1","0"
"507","Morningtide","Recross the Paths","3","0"
"508","Morningtide","Winnower Patrol","6","0"
"509","Morningtide","Luminescent Rain","7","1"
"510","Morningtide","Fertilid","8","0"
"511","Morningtide","Lys Alana Bowmaster","6","0"
"512","Shadowmoor","Gloomwidow","1","0"
"513","Eventide","Tilling Treefolk","9","0"
"514","Shadowmoor","Spawnwrithe","1","0"
"515","Shadowmoor","Hungry Spriggan","2","0"
"516","Lorwyn","Gilt-Leaf Seer","1","0"
"517","Shadowmoor","Farhaven Elf","3","0"
"518","Lorwyn","Lace with Moonglove","2","0"
"519","Lorwyn","Battlewand Oak","1","0"
"520","Lorwyn","Kithkin Mourncaller","1","0"
"521","Lorwyn","Jagged-Scar Archers","2","0"
"522","Morningtide","Hunting Triad","3","0"
"523","Morningtide","Reins of the Vinesteed","7","0"
"524","Morningtide","Ambassador Oak","4","0"
"525","Eventide","Wickerbough Elder","9","0"
"526","Lorwyn","Bog-Strider Ash","2","0"
"527","Eventide","Monstrify","8","0"
"528","Tenth Edition","Giant Spider","1","0"
"529","Lorwyn","Briarhorn","1","0"
"530","Morningtide","Leaf-Crowned Elder","2","0"
"531","Morningtide","Scapeshift","1","1"
"532","Tenth Edition","Creeping Mold","1","0"
"533","Morningtide","Reach of Branches","1","0"
"534","Morningtide","Everbark Shaman","6","0"
"535","Lorwyn","Nath's Elite","1","0"
"536","Lorwyn","Rootgrapple","1","0"
"537","Eventide","Aerie Ouphes","7","1"
"538","Eventide","Marshdrinker Giant","2","0"
"539","Morningtide","Game-Trail Changeling","8","0"
"540","Morningtide","Orchard Warden","2","1"
"541","Shadowmoor","Mana Reflection","1","0"
"542","Shadowmoor","Witherscale Wurm","1","0"
"543","Lorwyn","Oakgnarl Warrior","1","0"
"544","Eventide","Duskdale Wurm","3","0"
"545","Morningtide","Walker of the Grove","3","0"
"546","Shadowmoor","Woodfall Primus","1","0"
"547","Shadowmoor","Safehold Elite","4","0"
"548","Shadowmoor","Raven's Run Dragoon","3","0"
"549","Shadowmoor","Safewright Quest","3","0"
"550","Shadowmoor","Medicine Runner","6","0"
"551","Shadowmoor","Kitchen Finks","3","0"
"552","Shadowmoor","Reknit","2","0"
"553","Shadowmoor","Heartmender","3","0"
"554","Shadowmoor","Oversoul of Dusk","1","0"
"555","Eventide","Slippery Bogle","11","0"
"556","Eventide","Shorecrasher Mimic","11","0"
"557","Eventide","Favor of the Overbeing","11","0"
"558","Eventide","Gilder Bairn","2","0"
"559","Eventide","Wistful Selkie","3","0"
"560","Eventide","Grazing Kelpie","8","0"
"561","Eventide","Overbeing of Myth","2","0"
"562","Shadowmoor","Blazethorn Scarecrow","6","0"
"563","Shadowmoor","Scrapbasket","4","0"
"564","Shadowmoor","Blight Sickle","7","0"
"565","Shadowmoor","Thornwatch Scarecrow","3","0"
"566","Shadowmoor","Scuttlemutt","5","0"
"567","Shadowmoor","Tatterkite","3","0"
"568","Shadowmoor","Painter's Servant","3","0"
"569","Lorwyn","Herbal Poultice","2","0"
"570","Shadowmoor","Heap Doll","2","0"
"571","Lorwyn","Wanderer's Twig","2","0"
"572","Lorwyn","Springleaf Drum","2","0"
"573","Eventide","Jawbone Skulkin","9","0"
"574","Lorwyn","Runed Stalactite","1","0"
"575","Morningtide","Cloak and Dagger","2","0"
"576","Morningtide","Thornbite Staff","3","0"
"577","Morningtide","Veteran's Armaments","3","0"
"578","Shadowmoor","Elsewhere Flask","3","0"
